,AAPL US Equity,,,,,MSFT US Equity,,,,,GOOGL US Equity,,,,,AMZN US Equity,,,,,TSLA US Equity,,,,,CSCO US Equity,,,,,ADBE US Equity,,,,,INTU US Equity,,,,,VRSN US Equity,,,,,PYPL US Equity,,,,,MDLZ US Equity,,,,,AMGN US Equity,,,,,GILD US Equity,,,,,MRNA UW Equity,,,,,REGN US Equity,,,,,JPM US Equity,,,,,GS US Equity,,,,,V US Equity,,,,,AXP US Equity,,,,,IBM US Equity,,,,,HSBA LN Equity,,,,,BARC LN Equity,,,,,LLOY LN Equity,,,,,STAN LN Equity,,,,,SDR LN Equity,,,,,HL/ LN Equity,,,,,LSEG LN Equity,,,,,BATS LN Equity,,,,,ULVR LN Equity,,,,,TSCO US Equity,,,,,SBRY LN Equity,,,,,MKS LN Equity,,,,,BA US Equity,,,,,DTE GR Equity,,,,,TTE FP Equity,,,,,ABI BB Equity,,,,,NOKIA FP Equity,,,,,BNP FP Equity,,,,,SAN FP Equity,,,,,ALV GR Equity,,,,,EXPN LN Equity,,,,,ITRK LN Equity,,,,,EZJ LN Equity,,,,,AUTO LN Equity,,,,,SGRO LN Equity,,,,,UTG LN Equity,,,,,LAND LN Equity,,,,,BND US Equity,,,,,UKAB3YAC Index,UKX Index,,,,,SPX Index,,,,
15/01/2021,127.14,128.78,130.224,127,111598531,212.65,213.52,214.51,212.03,31746512,86.381,86.451,87.381,85.586,31444280,155.213,156.151,157.127,154.759,84879900,275.3867,284,286.6333,273.0333,116332788,45.43,44.96,45.65,44.88,30271669,458.08,462.5,467.88,457.49,3200352,371.01,364.88,373.84,363.03,1597810,195.27,195.13,196.655,193.525,536730,239.79,242.25,244.5632,235.0341,8373333,57.22,57.23,57.495,56.69,7410393,245.49,241.18,246.84,240.02,2855245,63.33,62.3,63.595,62.13,9361943,129.65,130,133.29,126.67,3604173,517.93,518.1,522.99,511.11,796883,138.64,137.43,141.65,137.01,27881016,301.01,301.19,304.86,296.88,3863723,201.59,201.54,203.26,200.425,8755049,122.15,122.48,122.86,121.71,3948310,122.6335,122.5284,123.4454,121.9458,4905506,403.25,406.05,409.8,400.05,19036050,148.8,151.88,154.04,146.8,44505614,35.935,36.215,36.78,35.715,178512220,489.7,495.8,500.2,480.4,5455202,585.82,589.39,594.83,580.21,804277,1569,1581.5,1603,1552,654205,9134,9298,9298,9100,370093,2770,2768.5,2809.5,2755.5,2622391,4394,4355,4401,4351,2823090,157.48,156.48,160.83,156.28,1850319,238,242.6,244.8,236.2,6615952,139.6,138.8,141.2,137.85,10312055,204.32,208.96,209.25,204.2,11103341,15.055,15.09,15.175,14.93,13783334,37.095,37.65,37.875,36.43,9058388,56.74,56.74,57.09,55.98,1769988,3.346,3.3235,3.3795,3.305,989844,44.435,44.815,45.785,43.98,4728083,81.0881,80.2228,81.7843,79.8548,3084150,201.2,201.8,203.7,199.5,1269295,2682,2697,2710,2642,1754527,5574,5574,5624,5520,209599,700.472,692.894,713.605,688.18,3962599,566,573,576.8,558.2,1614345,961,965.6,974,953.6,1509040,976.5,978.5,987.5,959.5,696985,657.7,660.2,668.2,650,958073,87.35,87.34,87.43,87.28,4083599,3250,6735.71,6801.96,6802.05,6676.55,720737346,3768.25,3788.73,3788.73,3749.62,852165927
19/01/2021,127.83,127.78,128.71,126.938,90757329,212.65,213.52,214.51,212.03,31746512,86.381,86.451,87.381,85.586,31444280,155.213,156.151,157.127,154.759,84879900,275.3867,284,286.6333,273.0333,116332788,45.43,44.96,45.65,44.88,30271669,458.08,462.5,467.88,457.49,3200352,371.01,364.88,373.84,363.03,1597810,195.27,195.13,196.655,193.525,536730,239.79,242.25,244.5632,235.0341,8373333,57.22,57.23,57.495,56.69,7410393,245.49,241.18,246.84,240.02,2855245,63.33,62.3,63.595,62.13,9361943,129.65,130,133.29,126.67,3604173,517.93,518.1,522.99,511.11,796883,138.64,137.43,141.65,137.01,27881016,301.01,301.19,304.86,296.88,3863723,201.59,201.54,203.26,200.425,8755049,122.15,122.48,122.86,121.71,3948310,122.6335,122.5284,123.4454,121.9458,4905506,403,401.15,404.6,399.85,8328892,151.32,148.42,151.44,147.88,18152378,36.175,35.935,36.405,35.7,69661194,490.9,486.6,492.9,484.8,2284743,583.95,591.43,591.43,579.53,685553,1557,1562.5,1589,1550,341098,9212,9144,9260,9144,127139,2750,2764.5,2775,2750,1130276,4362,4380,4403,4359,943938,157.48,156.48,160.83,156.28,1850319,238.9,238.5,240.3,236.2,3453279,138.1,139.8,139.8,137.15,5829708,204.32,208.96,209.25,204.2,11103341,15.015,15.1,15.1,14.865,7823493,36.98,36.46,37.08,36.31,3450376,57.08,56.25,57.3,56.2,730298,3.3,3.346,3.387,3.28,370177,44.805,44.01,44.86,43.89,2083866,81.1876,81.0284,81.1975,80.5809,1310378,201.3,201.55,202.05,199.4,632791,2681,2685,2715,2668,1076936,5548,5550,5610,5548,113559,687.001,687.843,689.695,672.857,2304289,567,566.4,574.6,566.4,985234,968,963.8,969.8,960.2,768350,993.5,972,995.5,966.5,257140,664,673.5,674.3,656.4,1126307,87.35,87.34,87.43,87.28,4083599,3250,6720.65,6735.71,6741.47,6709.33,353741159,3768.25,3788.73,3788.73,3749.62,852165927
20/01/2021,132.03,128.66,132.49,128.55,104319489,216.44,213.75,216.98,212.63,30480859,89.224,87.15,90.192,86.642,41659020,156.038,155.35,157.25,154.8,66102840,281.5167,279.2667,283.3333,277.6667,76100940,45.19,45.33,45.63,44.77,28868848,456.5,461.17,461.59,453.34,4419205,384.95,374.87,386.38,374.36,1578492,197.08,196.12,197.5273,194.59,670160,247.25,243.3,248.74,241,7436752,57.14,57.49,57.7,57.02,6672101,248.27,246.5,249,246.38,2172907,67.07,64.73,68.157,64.6,18395947,125.01,121.88,126.36,120.52,3790899,533.89,523.03,536.62,522.06,995530,138.04,139.86,140.7,137.82,19843782,294.2,305,306.6,293.803,6727794,201.66,203.05,204.165,200.07,9772034,126.75,125.49,128.06,124.24,5818462,123.2353,123.4836,123.7797,122.3455,5397956,411.45,414.2,418.65,408.15,26935488,146.86,153.18,153.28,145.64,39716396,36,36.605,36.605,35.64,151236145,476.6,493,494.9,469.9,7267936,583.44,585.99,588.71,578.51,1103906,1600,1561,1600.5,1561,1159523,9136,9240,9296,9082,351774,2740,2750,2772,2731,2484607,4381,4371,4410,4356,2021369,157.45,158.51,159.34,156.705,1207645,238.2,238.2,239.2,236.9,3854228,134.4,140.45,140.45,134.25,6399175,210.71,206.99,211.52,206.52,11947219,15.105,15.03,15.115,14.97,8976952,37.15,37.05,37.375,36.87,4531231,56.35,57.1,57.26,56.26,1116570,3.299,3.334,3.334,3.276,334669,44.11,45.17,45.45,44.06,3070352,82.7789,82.5501,83.4751,81.8042,2819010,201.5,202.3,203.7,200.1,810416,2679,2789,2803,2674,1366857,5496,5554,5584,5484,224823,711.585,698.788,727.75,698.788,4722878,562.6,568,568.2,558.6,1960169,961.2,970.6,976.2,957.8,2288142,962.5,998.5,1002,962.5,529083,654.8,665.7,672.5,652,1905454,87.47,87.3731,87.48,87.3,7636580,3250,6712.95,6720.65,6770.66,6697.67,612714962,3798.91,3781.88,3804.53,3780.37,683059345
21/01/2021,136.87,133.8,139.67,133.59,120529544,224.34,217.7,225.79,217.2908,37777260,94.004,91.319,94.986,90.976,64151400,163.169,159.099,163.99,158.75,106196700,283.4833,286.2467,286.5,279.0933,76997649,45.34,45.33,45.5,45.14,16499412,469.73,462.73,472.385,458.77,3858988,389.46,391.667,398.12,388.98,2051787,199.94,197.6,201.56,197.55,547948,244.26,248.85,249.65,244.14,5803248,57.1,57.14,57.34,56.62,5179209,252.36,247.42,253.35,246.12,2768545,67.99,67,68.09,66.7,10131253,125.14,124.51,126,122.29,1831585,542.27,536.78,543.99,529.31,862666,135.97,137.82,138.17,135.435,16028845,290.47,295.82,297.45,287.48,4792644,206.01,203.03,207.19,202.23,12675730,128.94,127.19,129.54,127.07,4090178,124.2477,123.8848,125.1838,122.7959,5598705,408,411.2,412.15,404.3,21736574,146.32,146,147.46,144.04,33762455,35.785,36.035,36.085,35.03,167213998,469.2,469.1,469.4,457.4,7174431,593.81,582.93,593.98,582.08,872965,1633,1597.5,1647.5,1582,1103201,9130,9168,9244,9090,755673,2747.5,2740.5,2757,2719,1798476,4353,4350,4374,4322,2422701,155.35,157.57,157.57,154.1,948466,240.2,240,241.6,238.1,5592219,137.7,135.1,137.7,134.25,7008551,211.45,213.24,215.59,211.21,9727036,15.13,15.11,15.15,15.05,7194374,37.345,37.135,37.48,36.96,5361458,56.24,56.35,56.77,56,1226516,3.432,3.365,3.452,3.3565,1008127,44.42,44.165,44.495,43.955,2655763,81.9037,82.3512,82.5104,81.6849,2583359,200.7,201.15,202.5,199.28,1035316,2646,2663,2694,2632,1362687,5556,5506,5606,5506,413961,701.145,722.698,725.392,690.705,3314837,567,566.8,569.2,559.4,2445730,969.6,961.2,971.8,961.2,1779086,976.5,958,987,958,323446,653.7,658,661,646.2,1114867,87.46,87.418,87.5,87.4,5889570,3250,6740.39,6712.95,6751.81,6697.46,707455367,3851.85,3816.22,3859.75,3816.22,644495073
22/01/2021,139.07,136.28,139.85,135.02,114459360,224.97,224.7,226.3,222.42,30749553,94.208,94.683,96.604,93.971,58659460,165.349,164.65,167.428,164.478,98901020,281.6633,285,285.24,280.4734,61794399,45.11,45.2,45.235,44.72,17495888,472.02,470.26,474.69,466.1,2771772,381.75,386.21,388.42,377.81,1736759,197.14,199.79,200.4,196.93,433601,248.64,246.67,250.37,243.58,10336554,56.12,56.92,57,55.95,6938668,252.03,252,252.73,249.52,2216075,66.98,67.74,67.74,66.58,8145642,132.98,125.28,137,125.25,3970343,535.48,540.58,543.275,527.91,940229,134.83,135.69,136.16,134.325,13415022,289.37,290.45,292.74,288.53,2517753,205.14,206.05,207.1727,204.75,6517948,127.43,128.29,128.89,126.1,3655162,125.7473,124.2859,126.3109,124.2191,12819233,413.6,417.2,421.1,412.25,20473174,144.8,146.3,147.3,143.96,20645046,35.315,36,36.2,35.14,154208054,471.5,471.6,483.2,470.1,5707621,599.25,592.79,607.75,592.79,1304448,1662.5,1641,1677,1639,1007707,9172,9160,9246,9100,439072,2748,2766.5,2791,2740.5,2221308,4353,4355,4376,4334,2197253,155.18,155.395,157.9895,154.91,750760,245,242.9,245,241.8,8994824,142.8,138.85,142.9,137.85,8118117,207.41,211.72,211.93,206.34,11119827,15.14,15.15,15.345,15.1,10523062,36.475,37.6,37.61,36.36,7485975,55.31,56.2,56.55,55.31,1404283,3.4165,3.441,3.458,3.3785,482358,44.34,44.71,44.95,44.12,3337036,80.9787,82.1821,82.4706,80.8693,2246509,199.12,200.55,201.35,198.02,1013104,2643,2655,2666,2634,1611755,5552,5560,5600,5528,209369,679.592,711.416,712.258,672.688,4839942,583.6,567.2,585.8,563.2,1881862,959.8,968.8,972,959.2,1956541,954.5,972,982,954.5,382052,638.4,655.3,661.2,638.1,1144656,87.34,87.3267,87.4,87.27,7890792,3250,6715.42,6740.39,6776.92,6715.42,608742120,3853.07,3857.46,3861.45,3845.05,620776708
25/01/2021,142.92,143.07,145.09,136.54,157611713,225.95,227.08,230.07,225.8,30172663,94.628,94.573,95.22,93.825,32743900,164.612,165.216,166.096,164.158,56438280,282.2133,278.1033,282.6667,276.2067,60199491,44.77,44.75,44.885,44.23,14643420,472.44,472.5,476.35,470.61,2534274,374.85,384.4,384.4,374.64,1150622,194.75,196.97,197.88,194.64,448267,252,246.65,254.39,246.2,7800506,56.25,56.07,56.58,55.92,6241922,253.5,252.26,255.23,250.56,1866583,66.94,66.527,67.47,66.24,4914433,131.02,132.47,135.83,128.9,2227845,537.78,534.1,546.722,534.1,620561,133.79,132.69,134.4,132.2,12933227,289.39,286.69,290.59,285.5,2568757,202.02,203.99,205.33,201.8,7316201,126.14,125.74,127.055,124.88,2955018,113.292,115.2883,115.2883,112.098,38063533,407.35,407.95,412.05,405.6,15913359,143.06,143.6,144.32,141.96,51874816,34.77,35,35.2,34.445,181040286,461.9,465.7,470,459.3,4342599,591.6,603.33,603.33,586.33,1259895,1650,1663,1665,1615.5,742068,9120,9176,9200,9038,255469,2738.5,2750,2758.5,2724.5,3043999,4378,4365,4388,4339,1852842,155.62,155.71,157.34,154.19,1239601,246,245,248.1,242.7,6389302,143.05,143.8,144.3,140.8,7091775,205.84,205.55,206.7,204.27,7514630,15.045,15.1,15.15,14.965,9059273,36.22,36.065,36.37,35.505,6981692,54.78,55.28,55.28,54.12,1557287,3.386,3.429,3.43,3.3695,457839,43.085,43.855,43.885,42.665,4235711,81.0185,80.6704,81.1776,80.183,2012106,196.08,198.4,198.8,193.4,1489758,2636,2636,2652,2618,1364850,5594,5562,5608,5514,210923,657.197,671.847,678.245,645.074,7854977,574.2,582.2,584,571.4,1396584,974.2,966.8,974.8,961.6,1940347,954.5,950,970,948,535959,634.3,643.6,645.1,631.1,1778462,87.38,87.41,87.42,87.3101,4440018,3250,6695.07,6715.42,6715.66,6651.71,684286151,3841.47,3844.24,3852.31,3830.41,621450991
26/01/2021,143.16,143.6,144.3,141.37,98390555,229.53,229.12,229.78,224.22,33152095,94.714,95.637,96.091,92.958,50586920,164.7,166.425,168.195,162.157,74995160,293.6,285,300.1333,279.6067,123520191,45.03,45.04,45.17,44.71,16581260,473.44,474.51,477.7,463.98,2697405,374.43,378.04,378.84,364.31,1588202,192,195.39,196.46,191.31,552159,247.75,253.8,254.39,242.22,8499384,56.87,55.99,57.05,55.785,7388722,257.1,252.05,257.11,251.85,1830711,68.16,66.71,68.26,66.4,8443926,147,138.77,147.39,137.25,6255740,548.2,554.32,555,538.77,828582,132.12,132.14,133.17,130.06,14212764,283.04,285.53,286.35,277.5,4575007,200.98,200.34,201.64,195.75,19282359,121.15,124.24,125,120.32,6156720,113.2633,113.4376,114.1784,112.184,13686391,398.1,403.8,404.2,395.9,20462758,137.12,144,145.66,136.62,40830533,33.835,35.075,35.25,33.615,153056885,454.9,471.1,471.5,452.6,5749460,588.2,593.64,597.55,582.42,1333759,1658,1649,1681,1620,1248372,9032,9122,9192,9000,442213,2740,2748,2773,2723,2325531,4465,4378,4482,4365,2698301,156.14,156.2,158.54,155.5,1154927,249.1,248.8,250.2,247.2,10916554,141.65,145.85,145.85,140.9,6836417,203.36,203.265,203.8,199.3,14276235,14.97,15.145,15.16,14.725,11955883,35.35,36.415,36.52,35.1,7407980,53.17,54.77,54.8,52.89,1974547,3.805,3.48,3.949,3.4635,5474520,41.23,43.1,43.425,40.96,4763830,81.0583,81.6948,81.6948,80.3422,1820478,191.94,197,197.26,189.84,1558300,2608,2640,2650,2591,1310209,5630,5600,5662,5578,248211,613.418,651.472,656.355,598.937,8315827,579.8,584,585.8,572,4036915,988.2,976.8,991.4,972.2,1385311,952,977.5,977.5,936,610842,613.1,634.9,636.2,612,3058669,87.58,87.49,87.5899,87.45,5126885,3250,6638.85,6695.07,6714.61,6610.26,743174307,3855.36,3851.68,3859.23,3797.16,675231340
27/01/2021,142.06,143.43,144.3,140.41,140843759,232.33,231.86,234.18,230.08,49169601,95.398,94.3,95.788,93.807,31461560,166.307,164.818,166.9,164.144,59104700,294.3633,297.1267,298.6333,290.5333,69394809,45.26,44.885,45.35,44.77,13087753,476.28,473.73,477.22,467.76,2363124,374.8,374.03,376.14,370.28,663510,196.05,192.03,196.18,190.88,766927,241,246.9,248.76,240.03,7882985,57.59,56.7904,57.72,56.58,4759795,258.6,256.59,259.07,254.86,2009070,66.7,67.72,68.38,66.56,7125214,151.93,145.15,154.55,145.08,4107399,544.1,558.91,558.91,542.14,901677,131.58,132.75,133.17,131.34,11307819,281.76,283.93,285.77,280.08,3296846,202.01,201.76,203.49,200.9701,9605270,116.15,118.75,120.29,115.72,8932506,116.998,113.8364,117.0936,113.1105,10694708,400.2,398.7,403.75,398.65,12658084,139.44,136.8,140.54,136.76,26878318,34.41,33.795,34.73,33.675,110492847,460,457.1,464.9,455,3598294,589.9,595.68,597.72,588.54,952824,1682,1665,1696.5,1632.5,773948,9048,9070,9184,9026,484641,2733.5,2735,2770.5,2718,2978121,4423,4456,4497,4415,2084938,151.89,156.25,157,151.09,1058557,251.3,249.9,254,248.7,8844821,143.55,142.1,145.6,139.3,5366219,202.06,205.34,208.35,201.79,11011763,15.02,14.865,15.14,14.85,9808642,35.98,35.335,36.45,35.25,7282290,53.12,53,53.32,52.63,1566348,3.8655,4.1075,4.2825,3.82,8378167,41.99,41.435,42.385,41.325,3642144,80.6306,80.6405,81.5357,80.5113,2053028,193.14,189,194.34,189,1003221,2614,2593,2661,2593,1792330,5628,5662,5694,5610,336485,614.933,613.081,633.624,591.36,5082741,584.8,577.8,589.8,575,1820454,987,989.2,993.4,980.8,1618994,960,967.5,967.5,943.5,713155,622,613.9,624.3,600.5,2689060,87.57,87.54,87.62,87.5,4608758,3250,6654.01,6638.85,6702.35,6636.34,662905694,3849.62,3862.96,3870.9,3847.78,590568091
28/01/2021,137.09,139.52,141.99,136.7,142621128,232.9,238,240.44,230.14,69870638,90.947,93.746,94.024,89.864,82512620,161.629,167.075,167.326,160.354,93203160,288.0533,290.1167,297.1667,286.22,82001865,45.7,45.24,46.46,45.08,29634489,460,470.99,473.67,455.07,3586353,363.11,368.005,375,359.33,1928234,194.58,195.7,196.3,193.21,748720,229.94,234.7,235.4,225,11787024,56.42,56.99,57.98,56.285,7583001,251.06,255.47,259.44,250.32,3237899,65.48,65.75,66.92,65.08,9908191,155.73,151.27,164.55,149.01,5092115,515.56,540.58,541.97,512.94,1433535,127.86,129.59,129.85,127.35,17603851,273.33,276,277.37,271.32,3891838,194.97,197.64,199.7,193.96,13772435,114.09,114.86,116.8,112.0985,5816887,116.9789,116.6064,119.1949,116.1684,12146541,400.15,400.3,412.2,398.2,37499377,134.32,137.44,139.1,133,49208399,33.25,33.63,34.34,32.88,242300593,448.2,459.6,461,442.8,5298378,584.97,590.41,595.68,580.55,1132159,1788,1683,1796,1679,2135708,8670,9048,9048,8638,571536,2783.5,2732.5,2796.5,2720,4225029,4377,4394,4455,4373,3697259,153.72,151.745,155.44,146.5101,2174739,252.9,254.6,263,251,12618037,148,143.35,148.6,142.05,9319723,194.03,196.9,199.47,191.85,20948458,15.035,15.005,15.375,14.91,18079661,35.825,35.765,36.115,35.01,7779147,52.79,53.18,53.76,51.98,1882242,4.654,3.8745,4.654,3.784,8243444,40.525,41.635,41.76,39.885,6118922,78.6414,80.8693,81.5257,78.6414,3352652,189.34,193.5,193.98,188.68,1437331,2583,2621,2645,2572,1874684,5652,5696,5696,5590,476764,601.126,617.964,622.174,583.277,6026914,586.4,584.8,595,576.8,4541489,964.8,983.2,993.6,959.6,2226565,949.5,945,964,945,476387,638.9,621.3,642.6,618.3,4007797,87.57,87.63,87.7,87.555,4248658,3250,6567.37,6654.01,6661.31,6505.84,967298100,3750.77,3836.83,3836.83,3732.48,967706350
29/01/2021,131.96,135.83,136.74,130.21,177523812,238.93,235.61,242.64,235.09,49111159,92.66,91.55,94.4,91.55,55278100,161.881,161.752,165.084,161.435,62984560,278.4767,273.3333,282.6667,267,79134144,45.34,45.9137,46.27,45.3,21166033,465.67,459.07,475.02,459.07,3000726,369.95,366.345,376.668,365.71,1395420,196.81,194.66,198.52,194,715719,237.79,235,241.555,232.21,8295538,57.12,56.6,57.585,56.392,7522720,247.75,252.48,276.69,243.45,5205633,64.68,65.25,66.235,64,8086356,159.55,154.11,167.95,153.74,4447770,506.27,521.27,529.51,505.11,1050681,130.11,129.9,132.17,128.99,13761758,275.02,274.61,279.83,271.33,3778696,198.22,200,202,198.17,11041253,118.97,117.43,120.3799,116.6,5788461,114.6961,117.2941,117.6762,114.6865,8084051,395.35,392.8,396.25,387.05,19377033,136.58,132.8,137.14,130.18,51640648,33.47,32.84,33.545,32.245,220694470,454.6,443.6,457.9,435.4,5882837,592.96,579.87,592.96,578,1797283,1740,1767,1783.5,1702.5,2188764,8620,8652,8666,8500,658491,2738,2781.5,2803.5,2732.5,2783253,4323,4350,4385,4308,2853481,149.44,150.23,155.44,145.49,2115557,251,251,259.9,247,8653167,147.1,146.4,148,142.55,5679770,197.23,198.045,200.42,196,10403214,14.995,15.03,15.11,14.82,12098940,35.815,35.17,36.195,34.985,7588146,53.66,52.35,53.78,51.9,1798320,3.88,4.704,5.04,3.773,21626973,41.205,40,41.455,39.71,5236473,78.6613,77.6767,78.7508,77.5971,2983550,191.4,189.42,192.84,185.46,1458385,2565,2556,2597,2547,1418563,5654,5642,5724,5606,274711,628.572,581.762,644.063,572.501,6185973,583.4,580.6,585.2,572.6,2144361,955.6,957,960.4,940.6,2212582,951,948,960,921.5,730797,630,628.3,635.7,618.9,3180269,87.5,87.56,87.565,87.41,4359294,3250,6526.15,6567.37,6567.37,6439.55,856473858,3787.38,3755.75,3830.5,3755.75,846769912
01/02/2021,134.14,133.75,135.38,130.93,106239823,231.96,235.99,238.02,231.35,42503138,91.368,91.701,92.377,90.078,44530180,160.31,161.5,161.849,159.228,85871120,264.51,276.6668,280.8033,260.0333,104972262,44.58,44.85,45.37,44.48,22608096,458.77,462.17,465,455.11,3061106,361.23,366.36,369.89,359.69,1523587,194.07,194.89,195.715,192.79,769086,234.31,238.65,240.87,232.66,9805849,55.44,55.05,56.84,54.96,14260992,241.43,244.93,246.47,240.25,3792980,65.6,64.2,66.23,64.04,11724091,173.16,174.56,185.82,166.22,10807432,503.84,505.97,514.415,496.096,1389759,128.67,131.19,131.72,128.19,14808109,271.17,274.27,277.4,270.62,3411974,193.25,197.82,203.05,192.81,21503035,116.26,117.74,118.39,115.81,5059268,113.7696,114.8298,115.8614,113.569,11825496,382.75,385,388.7,380.7,29645355,133.54,135.08,135.84,132.68,35218217,33,32.94,33.645,32.365,191848980,444,443.4,453.9,441.2,5241265,580.89,584.8,588.37,578.34,1431989,1708.5,1711.5,1730.5,1690,1555788,8686,8394,8702,8200,901889,2657.5,2685,2716.5,2657.5,3590796,4240,4287,4293,4220,3854619,141.74,150.29,150.93,141.58,2122197,244.4,246,250.1,242.8,11238326,141.55,146.25,147,141.5,7073048,194.19,198.3,201.57,193.12,13683736,14.765,14.885,15.02,14.7,17084594,34.895,35.41,35.975,34.895,9125180,51.98,52.44,53.05,51.98,2535830,3.994,3.9275,4.245,3.9,6249456,39.78,40.405,40.63,39.76,6251211,76.7318,77.5772,78.4027,76.7318,3486740,187,189,190,186,1665971,2556,2524,2580,2511,1721840,5518,5600,5600,5488,393168,613.249,612.408,631.435,601.463,4633815,564,574,577.6,564,2737290,954.2,949,958.8,936.6,2611195,960,944.5,969,938.5,920980,614.7,623.1,633.3,611.7,2413114,87.43,87.29,87.48,87.29,6088409,3250,6407.46,6526.15,6526.15,6397.24,855176061,3714.24,3778.05,3778.05,3694.12,1022917103
02/02/2021,134.99,135.73,136.31,134.61,83305367,239.65,235.06,242.5,232.43,33314193,94.654,92.229,95.777,92.229,40252060,167.144,162.118,167.513,161.751,83204240,279.9367,271.43,280.6667,265.1867,76174155,45.4,44.92,45.625,44.66,16776851,470,462.28,474.8,459.82,2554774,373.58,365.49,378.45,364.59,1260150,198.71,195.47,199.49,193.51,559455,241.85,238.37,244.14,235.4,7788173,55.25,55.61,55.95,55.08,8868187,240.43,244.3,245.48,239.58,2173526,65.1,66.03,66.27,65.06,6270188,157.48,172.99,174.5,154.3,5662947,508.08,512.82,512.82,503.1,790562,129.62,129.4,130.0697,128.475,11080662,274.73,272.66,276.8,272,2324088,198.36,195.14,199.21,195.02,12970674,117.03,117.7,119.29,117,3359755,115.1355,114.5242,115.5271,113.4066,6250508,383.7,384.85,387.6,377.4,14275698,134.84,135.2,137.24,133.08,28735414,33.525,33.535,34.215,33.075,220604385,445.8,446.8,450.6,440.8,3857303,583.61,574.77,585.82,574.77,1040194,1631.5,1750,1753.5,1605,1644142,9100,8788,9100,8672,662151,2645,2662.5,2689,2640,2676016,4275,4305,4305,4245,2210868,139.72,142.14,145.69,139.11,1430940,242.3,245.1,246.2,241.8,6110103,140,142.2,142.75,137.95,5160656,195.84,196,197.38,192.86,9061904,14.885,14.83,14.91,14.71,8157421,34.555,35.1,35.28,34.455,8174457,52.58,52.32,53.3,52.15,1543605,3.946,3.9,4.0815,3.8235,3854848,40.18,40.45,40.85,40.03,3454890,77.7861,77.4579,78.4027,77.08,1948193,189.32,188.86,190.22,187.8,960002,2640,2580,2642,2577,1504185,5620,5552,5620,5528,184334,631.098,619.48,635.139,612.071,2970229,573.6,568,575,567.2,1370755,973.4,961.8,977.2,958.4,1467456,972.5,955.5,973,955.5,439602,621,614.1,629.8,612.6,3285742,87.32,87.2442,87.37,87.23,5774701,3250,6466.42,6407.46,6495.56,6407.46,736944865,3773.86,3731.17,3784.32,3725.62,630171700
03/02/2021,133.94,135.76,135.77,133.61,89880937,239.51,241.3,242.31,238.69,25916337,95.956,95.657,97.468,95.319,66332400,169,169,171.387,168.056,141972740,290.93,281.56,293.5,280.7335,73038639,45.83,45.52,45.94,45.43,16520926,484.93,473.65,487.37,472.55,3022025,384.11,376.33,385.47,375.53,1123618,202.46,199.11,204.06,199.02,538426,249.1,243.61,250.19,240.53,7082835,56.16,55.61,56.77,55.19,7378581,240.49,240,241.948,236.8,2444209,65.13,65.09,65.97,64.21,7749258,158.58,158.4,158.8,147.11,3982898,499.98,511.01,513.28,498.02,884531,133.61,131.94,134.39,131.22,12253574,286.97,278.32,288.25,278,5195520,202.61,200.85,204.35,200,11305053,120.7,118.29,122.42,118.28,4037011,114.0848,114.0084,115.5748,113.932,6341883,391.45,387,392.15,384.05,13757676,140.18,136.3,140.74,135.76,32880583,33.995,33.92,34.32,33.65,137553784,449.6,452.1,454.7,446.7,4288655,593.64,587.35,595.17,584.29,695141,1637.5,1636.5,1679.5,1614,1312216,9400,9246,9432,9120,513671,2693.5,2660.5,2721,2648,2501949,4297,4272,4310,4261,2097994,143.18,140.03,144.5586,139.9,1570965,238.5,242.3,242.3,234,7749168,138.5,141.45,142.6,137.45,5698512,200.94,198.98,203.03,198.09,11130617,14.945,14.92,14.99,14.83,9706212,34.87,35,35.15,34.5,9585924,54.56,52.9,55.01,52.88,1928210,3.7345,3.9395,4.007,3.624,4153522,41.605,40.635,41.84,40.52,4937566,78.174,77.8458,78.9995,77.6866,2417655,193.28,189.56,193.32,189.4,1125660,2713,2663,2720,2639,1879376,5780,5646,5816,5602,547166,650.799,640.359,653.493,630.761,3190460,584,576,584.6,573.8,1450570,982.8,978.8,986.2,975.4,1782839,984.5,969.5,984.5,963.5,457605,622.5,625.5,632.2,612.1,3403684,87.21,87.21,87.24,87.17,4554746,3250,6516.65,6466.42,6523.51,6466.42,706840166,3826.31,3791.84,3843.09,3791.84,647254387
